step,t,learning_rate,L_task_variance,sum_squared_task_residual_errors,epoch,L_task_batch_t,L_reg_batch_t,L_full_batch_t,weights_norm_sq_t,grad_L_task_norm_sq_t,q_value_L_task,q_second_derivative_L_task,lambda_measured_task_t,batch_size,L_task_test_t,est_avg_squared_task_residual_error,obs_avg_squared_task_residual_error
1803,1.8029999999999122,0.001,0.09707792848348618,4637.759765625,1803,1.8179950714111328,0.002390498924255371,1.8203855703353882,47.80997848510742,0.34099990129470825,1.0524839545924414,-0.3289058398687091,1943.9720661209815,6000,,1.0365192057921537,0.7729599609375
1804,1.8039999999999121,0.001,0.0971786305308342,4637.09912109375,1804,1.8176542520523071,0.002390582084655762,1.8200448341369628,47.811641693115234,0.34104272723197937,1.0523448882418935,-0.32896402934958174,1944.4731344782479,6000,,1.0363607513088449,0.772849853515625
1805,1.804999999999912,0.001,0.0972793772816658,4636.4384765625,1805,1.8173130750656128,0.0023906658172607423,1.8197037408828736,47.813316345214844,0.34111666679382324,1.0522056376946118,-0.32902226292719433,1945.15209521902,6000,,1.0362020972699308,0.77273974609375
1806,1.805999999999912,0.001,0.097380131483078,4635.77734375,1806,1.816972017288208,0.0023907493591308593,1.8193627666473389,47.81498718261719,0.34119123220443726,1.0520663975236162,-0.32908045916420464,1945.8347857561625,6000,,1.0360434483326553,0.7726295572916667
1807,1.8069999999999118,0.001,0.09748096019029617,4635.1162109375,1807,1.8166311979293823,0.0023908327102661136,1.8190220306396485,47.816654205322266,0.3412304222583771,1.051927216450694,-0.32913859771520837,1946.315773118156,6000,,1.035884843180211,0.7725193684895834
1808,1.8079999999999117,0.001,0.09758177399635315,4634.455078125,1808,1.816290020942688,0.0023909162521362306,1.8186809371948243,47.81832504272461,0.34126144647598267,1.051787851040348,-0.32919678021668863,1946.7506463690352,6000,,1.035726048136632,0.7724091796875
1809,1.8089999999999116,0.001,0.0976826548576355,4633.79345703125,1809,1.815948724746704,0.002390999984741211,1.8183397247314452,47.81999969482422,0.34133124351501465,1.0516483985957268,-0.3292549659432122,1947.4070077268975,6000,,1.0355671489965301,0.7722989095052083
1810,1.8099999999999115,0.001,0.09778354316949844,4633.13134765625,1810,1.8156074285507202,0.002391083908081055,1.8179985124588012,47.821678161621094,0.341445654630661,1.0515089077984687,-0.32931313453139244,1948.3181859802305,6000,,1.0354082052451021,0.7721885579427084
1811,1.8109999999999113,0.001,0.09788443893194199,4632.46875,1811,1.8152661323547363,0.002391167640686035,1.8176572999954224,47.8233528137207,0.3414812982082367,1.0513693786417986,-0.3293712859501143,1948.7801631585048,6000,,1.035249216879039,0.772078125
1812,1.8119999999999112,0.001,0.09798538684844971,4631.806640625,1812,1.8149245977401733,0.0023912511825561525,1.8173158489227295,47.82502365112305,0.3415394127368927,1.051229713608134,-0.3294294607729162,1949.3707701504793,6000,,1.035090077031579,0.7719677734375
1813,1.8129999999999111,0.001,0.0980864092707634,4631.1435546875,1813,1.8145831823349,0.002391335487365723,1.8169745178222656,47.82670974731445,0.34160134196281433,1.051090058916696,-0.3294875980435295,1949.9832905748444,6000,,1.0349309312210269,0.7718572591145834
1814,1.813999999999911,0.001,0.09818743914365768,4630.48046875,1814,1.814241886138916,0.002391419219970703,1.8166333053588868,47.82838439941406,0.3416160047054291,1.0509504146009345,-0.3295456977488018,1950.326104596364,6000,,1.0347717905295521,0.7717467447916667
1815,1.814999999999911,0.001,0.09828850626945496,4629.8173828125,1815,1.8139002323150635,0.0023915033340454104,1.8162917356491088,47.8300666809082,0.3416445851325989,1.0508105855117504,-0.3296038410125278,1950.7488210135384,6000,,1.0346124509148522,0.77163623046875
1816,1.8159999999999108,0.001,0.0983896553516388,4629.1533203125,1816,1.813558578491211,0.0023915870666503906,1.8159501655578614,47.83174133300781,0.3416718542575836,1.0506707179487882,-0.3296619669144081,1951.164233022267,6000,,1.0344530542951622,0.7715255533854166
1817,1.8169999999999107,0.001,0.09849084913730621,4628.48974609375,1817,1.8132169246673584,0.0023916709899902346,1.8156085956573487,47.83341979980469,0.3417104482650757,1.0505308119052637,-0.32972007542306186,1951.6445080483234,6000,,1.0342936068022466,0.7714149576822916
1818,1.8179999999999106,0.001,0.09859207272529602,4627.82568359375,1818,1.8128752708435059,0.002391755485534668,1.8152670263290405,47.83510971069336,0.3417551517486572,1.050390867374393,-0.3297781665070796,1952.1598808427839,6000,,1.0341341108866526,0.7713042805989583
1819,1.8189999999999105,0.001,0.09869334101676941,4627.1611328125,1819,1.8125334978103638,0.0023918394088745117,1.8149253372192382,47.836788177490234,0.3417993187904358,1.0502508355000306,-0.3298362603949288,1952.6724887261992,6000,,1.0339745142366044,0.7711935221354167
1820,1.8199999999999104,0.001,0.0987945944070816,4626.4970703125,1820,1.8121920824050903,0.0023919233322143556,1.8145840057373046,47.83846664428711,0.3418544828891754,1.0501109116862892,-0.32989427602163074,1953.2478660195156,6000,,1.0338150260879018,0.7710828450520834
1821,1.8209999999999102,0.001,0.09889589995145798,4625.83203125,1821,1.8118501901626587,0.002392007637023926,1.8142421977996825,47.840152740478516,0.3418683409690857,1.049970753913672,-0.3299523551444828,1953.5877910587626,6000,,1.0336552863621136,0.7709720052083333
1822,1.8219999999999101,0.001,0.09899725019931793,4625.1669921875,1822,1.811508297920227,0.002392091941833496,1.8139003898620605,47.84183883666992,0.34194663166999817,1.0498305575728235,-0.3300104166922664,1954.296124474992,6000,,1.0334954956779907,0.7708611653645834
1823,1.82299999999991,0.001,0.09909861534833908,4624.501953125,1823,1.8111666440963745,0.002392176055908203,1.8135588201522828,47.84352111816406,0.34201982617378235,1.0496904204632276,-0.3300684201625608,1954.9754070701108,6000,,1.0333357587590657,0.7707503255208333
1824,1.82399999999991,0.001,0.09920000284910202,4623.83642578125,1824,1.8108245134353638,0.002392260551452637,1.8132167739868164,47.845211029052734,0.3420567810535431,1.049550049159287,-0.33012648693613433,1955.4481350986825,6000,,1.0331757749369728,0.770639404296875
1825,1.8249999999999098,0.001,0.09930139780044556,4623.17041015625,1825,1.8104826211929321,0.0023923450469970704,1.8128749662399293,47.846900939941406,0.3421395421028137,1.0494097370730318,-0.3301844955689014,1956.1827759884973,6000,,1.0330158461020182,0.7705284016927083
1826,1.8259999999999097,0.001,0.09940284490585327,4622.50439453125,1826,1.8101404905319214,0.002392429351806641,1.812532919883728,47.84858703613281,0.3422442674636841,1.0492692885043842,-0.33024252693376094,1957.0434656570285,6000,,1.0328557651613273,0.7704173990885417
1827,1.8269999999999096,0.001,0.09950435906648636,4621.837890625,1827,1.8097983598709106,0.0023925140380859377,1.8121908739089967,47.85028076171875,0.34229180216789246,1.0491288012797293,-0.33030054054042374,1957.5773827791074,6000,,1.0326956294868348,0.7703063151041667
1828,1.8279999999999095,0.001,0.09960588812828064,4621.1708984375,1828,1.8094559907913208,0.0023925985336303713,1.8118485893249512,47.85197067260742,0.342358261346817,1.0489881774513474,-0.33035857676605807,1958.2199420700092,6000,,1.0325353477315584,0.7701951497395834
1829,1.8289999999999094,0.001,0.0997074618935585,4620.50390625,1829,1.80911386013031,0.0023926834106445314,1.8115065435409545,47.853668212890625,0.3423931896686554,1.0488476128673594,-0.33041655474839443,1958.682188726813,6000,,1.0323751148465712,0.770083984375
1830,1.8299999999999093,0.001,0.09980907291173935,4619.8369140625,1830,1.8087714910507202,0.002392767906188965,1.8111642589569092,47.8553581237793,0.34247252345085144,1.0487069116121408,-0.33047455526105346,1959.3988729856674,6000,,1.0322147321213782,0.7699728190104167
1831,1.8309999999999091,0.001,0.09991071373224258,4619.1689453125,1831,1.8084290027618408,0.002392852592468262,1.8108218553543092,47.857051849365234,0.3425140380859375,1.0485661226089005,-0.33053255804887044,1959.899508676136,6000,,1.0320542507156971,0.7698614908854167
1832,1.831999999999909,0.001,0.10001236945390701,4618.50146484375,1832,1.8080865144729614,0.002392937278747559,1.8104794517517089,47.85874557495117,0.3425227403640747,1.0484252948347765,-0.33059054288152634,1960.212570518266,6000,,1.031893723078459,0.769750244140625
1833,1.832999999999909,0.001,0.10011406987905502,4617.83349609375,1833,1.8077441453933716,0.0023930217742919925,1.8101371671676636,47.860435485839844,0.3426075875759125,1.0482844773208857,-0.3306484895536696,1960.961523258567,6000,,1.0317331943265957,0.769638916015625
1834,1.8339999999999088,0.001,0.1002158373594284,4617.1650390625,1834,1.8074015378952026,0.002393107032775879,1.8097946449279785,47.86214065551758,0.3426591753959656,1.048143522946676,-0.33070645855305486,1961.5205430987428,6000,,1.0315725106146432,0.7695275065104167
1835,1.8349999999999087,0.001,0.10031761974096298,4616.49609375,1835,1.8070591688156128,0.0023931922912597656,1.8094523611068725,47.86384582519531,0.342703640460968,1.0480026278840233,-0.33076436916698804,1962.03882323982,6000,,1.0314118807790467,0.769416015625
1836,1.8359999999999086,0.001,0.10041942447423935,4615.82763671875,1836,1.8067164421081543,0.0023932769775390625,1.8091097190856933,47.86553955078125,0.34274494647979736,1.04786154681502,-0.3308223221731667,1962.5395025988244,6000,,1.0312510532170898,0.7693046061197917
1837,1.8369999999999085,0.001,0.10052122920751572,4615.15869140625,1837,1.8063737154006958,0.002393361473083496,1.8087670768737794,47.86722946166992,0.3427889347076416,1.0477204268870992,-0.3308802570383154,1963.055749859385,6000,,1.0310901818081042,0.769193115234375
1838,1.8379999999999084,0.001,0.10062310099601746,4614.4892578125,1838,1.8060308694839478,0.0023934469223022463,1.80842431640625,47.86893844604492,0.3428398668766022,1.047579218987982,-0.330938193871926,1963.6120724567481,6000,,1.0309292053352748,0.76908154296875
1839,1.8389999999999083,0.001,0.10072501748800278,4613.81982421875,1839,1.8056882619857788,0.002393532371520996,1.8080817943572998,47.87064743041992,0.3428816497325897,1.0474380704272857,-0.33099607221637783,1964.1160241161558,6000,,1.0307682778460583,0.768969970703125
1840,1.8399999999999082,0.001,0.10082696378231049,4613.1494140625,1840,1.8053455352783203,0.0023936174392700195,1.8077391527175903,47.87234878540039,0.34293198585510254,1.0472968338817892,-0.3310539524646466,1964.6692786267513,6000,,1.0306072514442173,0.7688582356770833
1841,1.840999999999908,0.001,0.10092893242835999,4612.47998046875,1841,1.8050025701522827,0.0023937026977539065,1.8073962728500366,47.874053955078125,0.34298405051231384,1.0471554601580693,-0.3311118546880392,1965.232843997433,6000,,1.0304460771540502,0.7687466634114584
1842,1.841999999999908,0.001,0.10103090852499008,4611.8095703125,1842,1.8046598434448242,0.00239378776550293,1.8070536312103271,47.875755310058594,0.34302955865859985,1.0470141458064672,-0.33116969835052945,1965.7588774660528,6000,,1.0302849580563167,0.7686349283854167
1843,1.8429999999999078,0.001,0.10113294422626495,4611.138671875,1843,1.804316759109497,0.0023938730239868164,1.8067106321334838,47.87746047973633,0.3431391417980194,1.04687264503578,-0.3312275840077427,1966.6526396988334,6000,,1.0301236346459521,0.7685231119791667
1844,1.8439999999999077,0.001,0.10123499482870102,4610.4677734375,1844,1.8039735555648804,0.00239395866394043,1.8063675142288207,47.879173278808594,0.3431811034679413,1.0467310560906546,-0.33128547136251124,1967.1591941658369,6000,,1.029962214600551,0.7684112955729167
1845,1.8449999999999076,0.001,0.10133705288171768,4609.796875,1845,1.8036304712295532,0.002394043731689453,1.8060245149612426,47.88087463378906,0.34320032596588135,1.0465894773240878,-0.33134332016872653,1967.5355050007195,6000,,1.0298007995451168,0.7682994791666666
1846,1.8459999999999075,0.001,0.10143911838531494,4609.125,1846,1.8032872676849365,0.00239412899017334,1.80568139667511,47.8825798034668,0.3432938754558563,1.046447810342352,-0.33140117059445023,1968.3382509647313,6000,,1.0296392890538708,0.7681875
1847,1.8469999999999074,0.001,0.10154120624065399,4608.453125,1847,1.802944302558899,0.0023942148208618164,1.8053385173797607,47.88429641723633,0.34330591559410095,1.0463062027800003,-0.33145896233488686,1968.6736904471102,6000,,1.0294778313526203,0.7680755208333333
1848,1.8479999999999073,0.001,0.10164332389831543,4607.78125,1848,1.8026008605957031,0.00239430046081543,1.8049951610565185,47.886009216308594,0.3433838486671448,1.046164359266157,-0.3315168158630194,1969.3875763920023,6000,,1.0293161237199053,0.7679635416666667
1849,1.8489999999999072,0.001,0.10174550116062164,4607.109375,1849,1.8022576570510864,0.0023943859100341797,1.8046520429611206,47.887718200683594,0.3433965742588043,1.0460225751580756,-0.3315746106404242,1969.7275130428807,6000,,1.0291544626922016,0.7678515625
1850,1.849999999999907,0.001,0.10184769332408905,4606.4365234375,1850,1.8019143342971802,0.00239447135925293,1.8043088056564331,47.889427185058594,0.34341877698898315,1.0458807027262165,-0.33163240686779755,1970.122076602924,6000,,1.028992704890716,0.7677394205729167
1851,1.850999999999907,0.001,0.10194992274045944,4605.7646484375,1851,1.8015708923339844,0.002394557189941406,1.8039654495239257,47.891143798828125,0.3434687852859497,1.0457387419230522,-0.3316902044928904,1970.6764501485186,6000,,1.0288308465621434,0.76762744140625
1852,1.8519999999999068,0.001,0.1020522192120552,4605.091796875,1852,1.8012275695800781,0.002394643020629883,1.803622212600708,47.892860412597656,0.3435371518135071,1.0455967912914428,-0.3317479633595278,1971.33630099914,6000,,1.028668983351483,0.7675152994791666
1853,1.8529999999999067,0.001,0.10215453803539276,4604.41845703125,1853,1.8008841276168823,0.0023947286605834964,1.8032788562774658,47.89457321166992,0.343566358089447,1.0454547522477475,-0.33180572354512233,1971.7717520577883,6000,,1.028507022044622,0.767403076171875
1854,1.8539999999999066,0.001,0.10225687175989151,4603.7451171875,1854,1.8005406856536865,0.002394814682006836,1.8029355003356933,47.89629364013672,0.34359514713287354,1.045312674066777,-0.33186346495831276,1972.205000420327,6000,,1.0283450141777593,0.7672908528645833
1855,1.8549999999999065,0.001,0.10235924273729324,4603.0712890625,1855,1.8001971244812012,0.0023949005126953126,1.8025920249938965,47.89801025390625,0.34366634488105774,1.045170507405759,-0.3319212075984658,1972.8819888005432,6000,,1.0281829056766454,0.7671785481770833
1856,1.8559999999999064,0.001,0.10246166586875916,4602.3974609375,1856,1.7998534440994263,0.0023949865341186525,1.802248430633545,47.89973068237305,0.3437342643737793,1.0450282522170982,-0.3319789514129311,1973.5405065529499,6000,,1.0280206940195318,0.7670662434895833
1857,1.8569999999999063,0.001,0.10256410390138626,4601.72314453125,1857,1.799509882926941,0.0023950725555419924,1.8019049554824829,47.901451110839844,0.3437637686729431,1.0448860071795079,-0.33203665631048146,1973.9785946653165,6000,,1.0278584861210593,0.766953857421875
1858,1.8579999999999062,0.001,0.10266657918691635,4601.048828125,1858,1.7991663217544556,0.002395158576965332,1.8015614803314208,47.90317153930664,0.34381020069122314,1.0447437229502108,-0.33209434229035795,1974.5140926256117,6000,,1.0276962279050708,0.7668414713541667
1859,1.858999999999906,0.001,0.10276909917593002,4600.3740234375,1859,1.7988225221633911,0.002395244598388672,1.8012177667617797,47.90489196777344,0.34380167722702026,1.0446013007416597,-0.3321520493315968,1974.7343430431695,6000,,1.027533817292036,0.76672900390625
1860,1.859999999999906,0.001,0.10287167876958847,4599.69921875,1860,1.7984788417816162,0.002395330619812012,1.8008741724014283,47.906612396240234,0.3438652455806732,1.0444588886773336,-0.3322097173629995,1975.3687731039306,6000,,1.0273714030129826,0.7666165364583334
1861,1.8609999999999058,0.001,0.10297427326440811,4599.0244140625,1861,1.7981350421905518,0.002395416831970215,1.800530459022522,47.9083366394043,0.34390419721603394,1.0443163879560593,-0.33226738635688524,1975.862111418886,6000,,1.027208891636277,0.7665040690104167
1862,1.8619999999999057,0.001,0.10307694226503372,4598.3486328125,1862,1.7977911233901978,0.002395503044128418,1.8001866264343263,47.91006088256836,0.3439156413078308,1.0441737985301716,-0.332325056260136,1976.1976892655766,6000,,1.0270462732114964,0.7663914388020834
1863,1.8629999999999056,0.001,0.10317964851856232,4597.6728515625,1863,1.7974472045898438,0.002395589828491211,1.799842794418335,47.91179656982422,0.3439785838127136,1.044031169796829,-0.3323827070399071,1976.8293922468963,6000,,1.026883604353816,0.76627880859375
1864,1.8639999999999055,0.001,0.1032823994755745,4596.9970703125,1864,1.7971035242080688,0.0023956756591796877,1.7994991998672485,47.91351318359375,0.3440537750720978,1.0438886006661585,-0.332440298716858,1977.5315575965071,6000,,1.0267209847992316,0.7661661783854167
1865,1.8649999999999054,0.001,0.10338515788316727,4596.3212890625,1865,1.7967593669891357,0.0023957622528076174,1.7991551292419434,47.915245056152344,0.3440715968608856,1.0437457943805075,-0.33249795109543756,1977.9045743514691,6000,,1.0265581177955918,0.7660535481770834
1866,1.8659999999999053,0.001,0.10348799079656601,4595.64453125,1866,1.7964153289794922,0.0023958484649658205,1.798811177444458,47.916969299316406,0.3441273868083954,1.0436029981981543,-0.3325555642639826,1978.4959648595461,6000,,1.0263952446112055,0.7659407552083334
1867,1.8669999999999052,0.001,0.10359086096286774,4594.9677734375,1867,1.7960712909698486,0.00239593505859375,1.7984672260284424,47.918701171875,0.3441581130027771,1.0434601626538085,-0.33261315816196113,1978.9434728058286,6000,,1.0262323209430204,0.7658279622395834
1868,1.867999999999905,0.001,0.10369376838207245,4594.291015625,1868,1.7957273721694946,0.002396021842956543,1.7981233940124512,47.92043685913086,0.34422093629837036,1.0433173372536797,-0.33267071280956295,1979.5756708373801,6000,,1.026069397332893,0.7657151692708334
1869,1.868999999999905,0.001,0.10379672050476074,4593.61376953125,1869,1.795383095741272,0.002396107864379883,1.797779203605652,47.922157287597656,0.344257652759552,1.0431743239251998,-0.33272830795158714,1980.0582406832905,6000,,1.0259062703329633,0.765602294921875
1870,1.8699999999999048,0.001,0.10389965772628784,4592.93603515625,1870,1.7950390577316284,0.002396194839477539,1.797435252571106,47.92389678955078,0.34429875016212463,1.0430313702403384,-0.3327858438297844,1980.5660308152972,6000,,1.0257432026053042,0.7654893391927083
1871,1.8709999999999047,0.001,0.10400266200304031,4592.25830078125,1871,1.7946947813034058,0.0023962818145751956,1.797091063117981,47.925636291503906,0.34435799717903137,1.0428882780582696,-0.33284340015528013,1981.178642568601,6000,,1.0255799782351234,0.7653763834635416
1872,1.8719999999999046,0.001,0.10410571098327637,4591.580078125,1872,1.7943506240844727,0.002396368217468262,1.796746992301941,47.927364349365234,0.3444010615348816,1.042745195993161,-0.3329009170958566,1981.698287510348,6000,,1.0254167526625366,0.7652633463541667
1873,1.8729999999999045,0.001,0.1042087972164154,4590.90234375,1873,1.794006109237671,0.002396455001831055,1.7964025642395018,47.929100036621094,0.3444315791130066,1.0426019257539518,-0.332958474288443,1982.1462282295295,6000,,1.025253324689646,0.765150390625
1874,1.8739999999999044,0.001,0.10431192815303802,4590.22412109375,1874,1.7936617136001587,0.0023965417861938477,1.7960582553863524,47.93083572387695,0.344481885433197,1.0424586655907293,-0.3330159920150162,1982.708169467744,6000,,1.0250898954742877,0.765037353515625
1875,1.8749999999999043,0.001,0.10441508889198303,4589.544921875,1875,1.7933173179626465,0.0023966283798217774,1.7957139463424683,47.93256759643555,0.34453845024108887,1.0423153659290276,-0.3330734901610817,1983.3063667865883,6000,,1.0249264168876615,0.7649241536458333
1876,1.8759999999999042,0.001,0.10451823472976685,4588.8662109375,1876,1.7929729223251343,0.002396715354919434,1.7953696376800536,47.93430709838867,0.3445834219455719,1.0421720267620276,-0.3331309686927522,1983.8380599189986,6000,,1.0247628963712356,0.76481103515625
1877,1.876999999999904,0.001,0.10462144762277603,4588.18701171875,1877,1.792628526687622,0.00239680233001709,1.7950253290176392,47.9360466003418,0.3446233570575714,1.0420286480829115,-0.33318842757611017,1984.340973877816,6000,,1.024599320270827,0.7646978352864583
1878,1.877999999999904,0.001,0.10472466051578522,4587.5068359375,1878,1.7922838926315308,0.0023968896865844726,1.7946807823181152,47.93779373168945,0.34467828273773193,1.0418851305854706,-0.3332459065344532,1984.9306182767702,6000,,1.0244355983704228,0.76458447265625
1879,1.8789999999999039,0.001,0.1048278957605362,4586.82763671875,1879,1.791939377784729,0.002396976470947266,1.7943363542556763,47.93952941894531,0.34474045038223267,1.0417416231709278,-0.33330334587743893,1985.5621166382139,6000,,1.0242718789717886,0.7644712727864583
1880,1.8799999999999037,0.001,0.10493117570877075,4586.1474609375,1880,1.7915945053100586,0.0023970638275146484,1.7939915691375732,47.94127655029297,0.3447984457015991,1.0415979271651943,-0.3333608250512846,1986.1701144509773,6000,,1.0241079555112558,0.76435791015625
1881,1.8809999999999036,0.001,0.1050344705581665,4585.46728515625,1881,1.7912499904632568,0.002397150802612305,1.7936471412658692,47.943016052246094,0.3448886573314667,1.0414543405828924,-0.3334182248117086,1986.9636750763495,6000,,1.0239441372241216,0.7642445475260417
1882,1.8819999999999035,0.001,0.10513780266046524,4584.78662109375,1882,1.7909048795700073,0.0023972379684448243,1.7933021175384523,47.944759368896484,0.34491515159606934,1.0413104659045662,-0.33347570399598514,1987.3908669290954,6000,,1.0237800145251714,0.764131103515625
1883,1.8829999999999034,0.001,0.10524114221334457,4584.10546875,1883,1.790560245513916,0.0023973257064819338,1.792957571220398,47.94651412963867,0.344977468252182,1.0411667503816302,-0.33353308386784214,1988.0243090306158,6000,,1.0236160490255348,0.764017578125
1884,1.8839999999999033,0.001,0.1053445115685463,4583.4248046875,1884,1.790215253829956,0.0023974124908447266,1.7926126663208009,47.94824981689453,0.3450329303741455,1.0410228460483453,-0.33359050333763396,1988.6187801768308,6000,,1.023451881729341,0.7639041341145834
1885,1.8849999999999032,0.001,0.10544797778129578,4582.7431640625,1885,1.789870262145996,0.0023974998474121097,1.7922677619934082,47.94999694824219,0.3450649380683899,1.040878902011365,-0.33364790281741236,1989.0782918258571,6000,,1.0232876536898317,0.76379052734375
1886,1.885999999999903,0.001,0.10555141419172287,4582.0615234375,1886,1.7895253896713257,0.0023975873947143555,1.79192297706604,47.95174789428711,0.3451300859451294,1.0407349680232212,-0.3337052624492287,1989.7289697145764,6000,,1.023123436835853,0.7636769205729167
1887,1.886999999999903,0.001,0.10565491020679474,4581.3798828125,1887,1.7891802787780762,0.0023976745605468752,1.7915779533386231,47.9534912109375,0.34516409039497375,1.0405908947989944,-0.33376264166941666,1990.200522338689,6000,,1.022959063831012,0.7635633138020833
1888,1.8879999999999029,0.001,0.10575845092535019,4580.69775390625,1888,1.7888352870941162,0.0023977622985839847,1.7912330493927002,47.95524597167969,0.3452228605747223,1.0404468316099478,-0.3338199809728097,1990.8150042066306,6000,,1.0227946895721407,0.7634496256510417
1889,1.8889999999999028,0.001,0.10586198419332504,4580.01513671875,1889,1.7884900569915771,0.0023978496551513673,1.7908879066467285,47.956993103027344,0.3452184200286865,1.0403026290887867,-0.33387733975397826,1991.0653518067184,6000,,1.0226301702570142,0.7633358561197917
1890,1.8899999999999026,0.001,0.10596558451652527,4579.33251953125,1890,1.788144826889038,0.00239793758392334,1.7905427644729615,47.9587516784668,0.34526029229164124,1.040158386774848,-0.3339346783450727,1991.582993598701,6000,,1.0224655950842614,0.7632220865885416
1891,1.8909999999999025,0.001,0.10606919974088669,4578.64990234375,1891,1.7877998352050781,0.0023980253219604494,1.7901978605270386,47.960506439208984,0.3452957272529602,1.0400142043173766,-0.3339919571339761,1992.063526553073,6000,,1.0223010745108299,0.7631083170572917
1892,1.8919999999999024,0.001,0.10617280751466751,4577.966796875,1892,1.78745436668396,0.002398112678527832,1.7898524793624877,47.96225357055664,0.3453497588634491,1.0398697827413041,-0.33404929481862256,1992.6519527456885,6000,,1.0221363070017102,0.7629944661458333
1893,1.8929999999999023,0.001,0.10627643018960953,4577.283203125,1893,1.787109375,0.0023982004165649415,1.789507575416565,47.96400833129883,0.3453734815120697,1.0397255207191085,-0.3341065330823026,1993.0653309723398,6000,,1.0219716958996017,0.7628805338541667
1894,1.8939999999999022,0.001,0.10638011246919632,4576.60009765625,1894,1.7867640256881714,0.002398288154602051,1.7891623138427735,47.965763092041016,0.3454447388648987,1.039581069323963,-0.33416381034859904,1993.7535362559488,6000,,1.0218068774599536,0.7627666829427083
1895,1.894999999999902,0.001,0.10648379474878311,4575.916015625,1895,1.7864185571670532,0.0023983758926391604,1.7888169330596924,47.9675178527832,0.34547725319862366,1.0394365281913411,-0.33422108699815417,1994.2184664210356,6000,,1.0216419633770277,0.7626526692708333
1896,1.895999999999902,0.001,0.1065874993801117,4575.232421875,1896,1.7860732078552246,0.002398463821411133,1.7884716716766358,47.969276428222656,0.34553176164627075,1.0392919970667465,-0.33427832346777203,1994.8104822599514,6000,,1.0214770517690435,0.7625387369791666
1897,1.8969999999999019,0.001,0.10669122636318207,4574.5478515625,1897,1.785727858543396,0.002398551940917969,1.788126410484314,47.971038818359375,0.34556934237480164,1.0391474260740643,-0.33433553949035205,1995.304999293747,6000,,1.0213120917115535,0.7624246419270834
1898,1.8979999999999018,0.001,0.10679498314857483,4573.86328125,1898,1.7853822708129883,0.002398639678955078,1.7877809104919433,47.97279357910156,0.3456297516822815,1.0390027153577852,-0.3343927745100093,1995.9317520932311,6000,,1.0211469799983843,0.762310546875
1899,1.8989999999999017,0.001,0.1068987250328064,4573.17822265625,1899,1.7850368022918701,0.0023987279891967772,1.787435530281067,47.97455978393555,0.3456529974937439,1.0388580146428055,-0.33444996925214665,1996.3440198086612,6000,,1.0209818769926475,0.7621963704427084
1900,1.8999999999999015,0.001,0.10700251162052155,4572.494140625,1900,1.7846910953521729,0.00239881591796875,1.7870899112701415,47.976318359375,0.3456885814666748,1.0387131741079245,-0.33450718287894443,1996.8279410544399,6000,1.851172119140625,1.0208166197463484,0.7620823567708334
1901,1.9009999999999014,0.001,0.10710631310939789,4571.80859375,1901,1.7843456268310547,0.0023989038467407226,1.7867445306777954,47.97807693481445,0.3457050025463104,1.0385683935263637,-0.33456433644005523,1997.2011744310887,6000,,1.0206514172393704,0.7619680989583333
1902,1.9019999999999013,0.001,0.10721013695001602,4571.123046875,1902,1.784000039100647,0.0023989919662475586,1.7863990310668945,47.97983932495117,0.34570544958114624,1.0384235230355878,-0.3346214890762809,1997.4823869776603,6000,,1.0204861152004447,0.7618538411458333
1903,1.9029999999999012,0.001,0.10731394588947296,4570.4375,1903,1.7836543321609497,0.0023990800857543945,1.786053412246704,47.98160171508789,0.34573236107826233,1.0382785625874185,-0.33467864073115494,1997.916783815826,6000,,1.0203207198165256,0.7617395833333334
1904,1.903999999999901,0.001,0.10741778463125229,4569.751953125,1904,1.7833086252212524,0.0023991683959960937,1.7857077936172485,47.983367919921875,0.3457581102848053,1.0381335621407046,-0.33473577165136165,1998.3446613853482,6000,,1.0201552746268936,0.7616253255208333
1905,1.904999999999901,0.001,0.10752164572477341,4569.06591796875,1905,1.7829629182815552,0.0023992570877075198,1.7853621753692628,47.98514175415039,0.345811128616333,1.0379885216886182,-0.3347928818017227,1998.9303622766154,6000,,1.0199897808744878,0.761510986328125
1906,1.9059999999999009,0.001,0.10762549191713333,4568.3798828125,1906,1.782617211341858,0.0023993452072143557,1.7850165565490723,47.98690414428711,0.34586668014526367,1.0378434412243336,-0.3348499711470281,1999.5309489295314,6000,,1.0198242447927652,0.7613966471354167
1907,1.9069999999999008,0.001,0.10772936791181564,4567.693359375,1907,1.7822715044021606,0.002399433708190918,1.7846709381103516,47.98867416381836,0.34591373801231384,1.0376983207410284,-0.33490703965203644,2000.0826700690475,6000,,1.0196586588955627,0.7612822265625
1908,1.9079999999999007,0.001,0.10783328860998154,4567.005859375,1908,1.7819255590438843,0.0023995220184326173,1.7843250810623168,47.990440368652344,0.3459506034851074,1.0375530601073728,-0.3349641266174557,2000.5758748336564,6000,,1.0194929184376076,0.7611676432291666
1909,1.9089999999999006,0.001,0.10793723911046982,4566.3193359375,1909,1.7815797328948975,0.0023996105194091797,1.7839793434143068,47.992210388183594,0.3459770083427429,1.0374078094618886,-0.3350211729823557,2001.0086979518915,6000,,1.0193271792342553,0.76105322265625
